Column1;longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity
12899;-122.37;37.59;39;4645;1196;2156;1113;3.4412;353800;NEAR OCEAN
12900;-121.58;39.14;52;662;160;520;149;0.8928;55000;INLAND
12901;-121.66;36.82;17;3921;654;1895;641;5.0092;238700;<1H OCEAN
12902;-122.18;37.15;17;1457;289;591;235;5.5785;284100;NEAR OCEAN
12903;-117.39;33.93;26;3014;494;1832;485;4.8333;127900;INLAND
12904;-117.79;33.77;23;3596;451;1292;458;8.5403;451300;<1H OCEAN
12905;-123.92;41.54;22;2920;636;1382;499;2.0202;71100;NEAR OCEAN
12906;-118.35;34.17;47;858;170;365;171;2.0385;225000;<1H OCEAN
12907;-121.31;38.26;22;1768;396;1005;420;1.8846;88300;INLAND
12908;-122.41;37.65;32;3436;868;2583;817;3.5039;232400;NEAR OCEAN
12909;-119.97;38.94;26;1485;334;406;180;1.9667;84600;INLAND
12910;-119.14;36.29;36;788;181;405;180;1.47;61900;INLAND
12911;-118.52;34.02;24;7418;1755;2713;1577;5.0867;500001;<1H OCEAN
12912;-119.06;36.15;25;2402;478;1527;461;2.3194;52900;INLAND
12913;-118.35;34.1;16;2930;1038;1648;980;2.6458;372200;<1H OCEAN
12914;-118.39;34.15;36;2696;713;905;659;3.1146;373500;<1H OCEAN
12915;-118.29;34.03;22;3313;1235;2381;1063;0.7473;168800;<1H OCEAN
12916;-121.2;37.8;37;311;61;171;54;4.0972;101800;INLAND
12917;-121.82;39.73;33;2242;517;1160;449;1.7426;60300;INLAND
12918;-119.63;36.35;4;1684;343;920;324;4.2396;90600;INLAND
12919;-121.28;37.82;10;9205;1774;5935;1673;3.65;119400;INLAND
12920;-117.89;33.77;32;2342;570;1445;453;4.1951;195000;<1H OCEAN
12921;-122.94;38.64;26;4050;712;2072;636;4.0781;287800;<1H OCEAN
12922;-117.65;34.06;41;1171;334;1479;334;2.25;90500;INLAND
12923;-122.29;37.91;40;2085;329;796;339;5.5357;273700;NEAR BAY
12924;-118.02;34.09;24;2080;514;1976;478;2.6917;170000;INLAND
12925;-118.26;34.13;25;3208;1111;2843;1005;2.6673;218100;<1H OCEAN
12926;-117.85;34.07;32;761;101;295;95;11.1077;500001;<1H OCEAN
12927;-118.28;34.25;35;2045;450;1166;407;3.5214;197600;<1H OCEAN
12928;-124.22;41.73;28;3003;699;1530;653;1.7038;78300;NEAR OCEAN
12929;-116.98;32.74;17;3943;843;1995;766;2.6944;158300;<1H OCEAN
12930;-122.29;37.54;41;1743;349;811;349;4.9464;282400;NEAR OCEAN
12931;-121.99;36.97;15;3044;786;1306;693;2.1771;213200;NEAR OCEAN
12932;-122.24;37.77;52;1711;386;885;373;3.6417;206300;NEAR BAY
12933;-118.27;34.05;47;661;359;1406;307;1.3169;112500;<1H OCEAN
12934;-121.99;37.26;17;4034;611;1158;560;8.2069;442500;<1H OCEAN
12935;-117.83;33.82;23;1100;285;940;267;3.6953;150000;<1H OCEAN
12936;-122.21;37.44;35;1140;193;486;199;4.6908;500001;NEAR OCEAN
12937;-119.37;36.19;24;1306;266;889;276;2.4922;66100;INLAND
12938;-120.85;37.78;15;3553;659;1684;611;3.3169;131200;INLAND
12939;-118.24;33.97;38;1657;467;2033;443;2.1429;118500;<1H OCEAN
12940;-120.88;37.52;2;1871;409;707;256;2.6103;133600;INLAND
12941;-121.93;37.24;26;2574;414;1096;428;6.0738;335900;<1H OCEAN
12942;-122.07;37.69;29;2304;618;1021;552;2.5362;203800;NEAR BAY
12943;-118.2;34.03;52;583;157;730;174;1.4115;140600;<1H OCEAN
12944;-117.4;33.76;8;1954;330;973;321;4.4875;249100;INLAND
12945;-120.82;35.32;12;3522;683;1780;662;3.3958;215800;NEAR OCEAN
12946;-118.02;34.08;29;2741;667;2449;677;3.6944;175200;INLAND
12947;-121.31;37.99;15;3103;965;3061;861;1.3729;110300;INLAND
12948;-118.43;34.16;34;2459;489;1139;463;4.0347;353600;<1H OCEAN
12949;-121.5;38.57;45;858;254;510;200;1.0114;80000;INLAND
12950;-122.19;37.78;52;2492;415;1109;375;4.3125;164400;NEAR BAY
12951;-117.75;34.05;35;1293;339;1494;312;1.6645;93300;INLAND
12952;-117.34;34.14;37;1834;393;1198;348;2.225;81600;INLAND
12953;-122.31;37.57;31;2197;477;1193;394;4.6371;271100;NEAR OCEAN
12954;-118.25;34.22;30;2062;396;1089;375;5.5362;301200;<1H OCEAN
12955;-122.28;37.89;52;2616;473;1085;487;4.125;270900;NEAR BAY
12956;-121.84;37.27;16;2429;387;1293;363;5.5;253200;<1H OCEAN
12957;-121.86;37.21;23;2552;305;916;316;9.1974;500001;<1H OCEAN
12958;-118.36;34.03;38;1400;376;1139;315;2.2368;120000;<1H OCEAN
12959;-120.75;37.69;24;2282;423;1167;398;3.8214;116100;INLAND
12960;-118.75;34.27;26;966;191;690;191;5.1698;188000;<1H OCEAN
12961;-122.07;37.57;8;8647;1407;5019;1379;6.5615;318300;NEAR BAY
12962;-118.19;33.98;33;151;83;380;83;1.4224;189600;<1H OCEAN
12963;-120.44;37.31;16;3369;532;1770;574;5.2662;126200;INLAND
12964;-118.96;35.37;40;1603;374;1026;337;1.365;54300;INLAND
12965;-118.2;34.02;42;498;120;548;119;3.7543;126600;<1H OCEAN
12966;-118.37;34.03;43;1350;287;811;307;3.3636;140900;<1H OCEAN
12967;-117.33;34.13;30;2335;363;1214;311;2.2449;93200;INLAND
12968;-122.43;37.76;52;1582;353;868;329;3.8261;250000;NEAR BAY
12969;-122.37;40.52;18;4547;774;2269;766;3.7896;98100;INLAND
12970;-118.35;34.17;44;2572;613;1280;570;3.5583;232000;<1H OCEAN
12971;-117.87;33.9;21;3181;447;1416;469;6.8268;280300;<1H OCEAN
12972;-118.38;33.83;40;3070;570;1264;506;5.1626;432700;<1H OCEAN
12973;-117.06;32.77;34;1730;373;730;350;2.0284;161800;NEAR OCEAN
12974;-117.21;32.74;45;3025;583;1980;550;2.2982;87500;NEAR OCEAN
12975;-119.3;36.32;23;3521;615;1712;636;3.3875;92500;INLAND
12976;-118.36;34.1;37;7097;2010;2913;1939;2.875;300000;<1H OCEAN
12977;-118.18;34.2;44;1473;250;668;239;8.72;415900;<1H OCEAN
12978;-120.48;37.31;42;2361;512;1684;511;2.355;75600;INLAND
12979;-122.28;37.84;52;729;160;395;155;1.6875;132000;NEAR BAY
12980;-120.66;35.29;39;2163;652;1153;599;2.084;233300;NEAR OCEAN
12981;-121.84;38.02;46;66;22;37;21;0.536;87500;INLAND
12982;-118.48;35.14;4;8417;1657;4631;1468;3.6949;115800;INLAND
12983;-118.19;34.04;43;1682;422;1706;409;2.1029;153300;<1H OCEAN
12984;-122.48;37.67;14;3395;1059;2258;945;2.964;319700;NEAR OCEAN
12985;-122.14;37.84;24;2131;343;874;373;5.6349;355600;NEAR BAY
12986;-122.34;37.99;42;1531;326;1271;377;2.6167;85100;NEAR BAY
12987;-117.38;33.14;14;5039;1373;1298;696;3.209;313300;NEAR OCEAN
12988;-117.98;33.65;18;1027;206;436;180;4.2159;211300;<1H OCEAN
12989;-118.28;33.99;49;2174;481;1861;484;1.7159;95000;<1H OCEAN
12990;-118.4;34.01;48;1427;253;693;268;5.7405;351600;<1H OCEAN
12991;-119.37;36.47;26;337;69;277;73;2.3438;100000;INLAND
12992;-121.57;39.1;28;1442;333;832;286;1.8413;62300;INLAND
12993;-117.66;34.09;26;1151;200;593;188;3.6667;166300;INLAND
12994;-121.85;37.27;17;1957;261;863;269;7.3339;294200;<1H OCEAN
12995;-121.23;37.79;21;1922;373;1130;372;4.0815;117900;INLAND
12996;-122.26;37.85;52;2202;434;910;402;3.2031;281500;NEAR BAY
12997;-118.12;34.15;19;557;216;673;212;2.1763;168800;<1H OCEAN
12998;-122.18;37.79;39;617;95;236;106;5.2578;253000;NEAR BAY
12999;-122.24;38.12;39;2967;500;1243;523;4.2902;152400;NEAR BAY
13000;-118.27;33.86;26;1097;167;701;188;6.5799;196600;<1H OCEAN
13001;-121.64;39.12;13;6408;1087;3294;1106;4.2656;110700;INLAND
13002;-121.72;38.8;36;1069;228;567;190;1.9559;78400;INLAND
13003;-121.02;37.58;36;1285;270;706;273;1.7169;121400;INLAND
13004;-118.44;34.03;37;975;189;489;202;4.2434;331000;<1H OCEAN
13005;-121.49;38.56;52;1777;368;624;350;3.6729;137800;INLAND
13006;-117.96;33.93;15;2014;419;839;390;4.7446;175400;<1H OCEAN
13007;-118.34;34.04;35;2345;607;2042;565;2.5955;139700;<1H OCEAN
13008;-121.49;38.52;37;1902;413;955;384;3.1014;96800;INLAND
13009;-122.37;37.58;52;2188;361;917;357;4.4;500000;NEAR OCEAN
13010;-118.32;34.62;31;1398;273;884;299;4.8409;264900;INLAND
13011;-122.66;38.81;22;852;176;461;142;3.4375;83300;INLAND
13012;-120.66;40.42;35;1450;325;717;297;2.5074;66400;INLAND
13013;-117.87;34.13;32;1741;373;872;333;3.4219;194500;<1H OCEAN
13014;-121.62;38.96;36;1826;329;1068;318;1.9797;118800;INLAND
13015;-121.35;38.04;12;6217;1019;3771;961;3.7206;146000;INLAND
13016;-118.32;34;50;3250;693;2300;675;1.95;112600;<1H OCEAN
13017;-118.19;34.05;43;977;266;1084;259;2.7708;127900;<1H OCEAN
13018;-117.34;33.15;19;5710;1423;4163;1406;3.0306;178500;NEAR OCEAN
13019;-118.11;33.77;15;9103;1847;3333;1712;5.1508;367300;NEAR OCEAN
13020;-117.81;33.66;16;1414;191;635;230;10.0757;383900;<1H OCEAN
13021;-117.97;33.76;28;1386;272;901;294;4.7464;187500;<1H OCEAN
13022;-117.84;33.66;5;665;171;384;171;4.5833;230400;<1H OCEAN
13023;-118.41;34.04;52;2113;332;800;327;11.1768;500001;<1H OCEAN
13024;-118.45;34.29;30;762;228;840;226;2.3375;154200;<1H OCEAN
13025;-122.39;37.76;52;157;28;88;27;3.675;162500;NEAR BAY
13026;-122.22;37.47;35;367;113;398;109;2.5;166700;NEAR OCEAN
13027;-118.48;33.96;16;895;181;237;149;12.0088;500001;<1H OCEAN
13028;-119.8;36.76;52;2224;418;832;406;2.3952;78400;INLAND
13029;-117.68;34.01;20;7326;1555;5718;1538;3.2073;123500;INLAND
13030;-117.79;33.88;17;8562;1351;3822;1316;6.0829;252600;<1H OCEAN
13031;-122.09;37.36;37;1550;238;805;250;5.0222;500001;NEAR BAY
13032;-119.22;36.31;17;2079;459;2022;462;1.5464;54100;INLAND
13033;-122.24;38.01;16;2084;315;1154;307;6.0102;235600;NEAR BAY
13034;-117.13;32.8;15;1606;375;784;342;3.7237;108300;NEAR OCEAN
13035;-122.42;37.62;39;1355;214;682;246;6.3443;324700;NEAR OCEAN
13036;-118.39;34.17;28;2790;748;1351;697;3.2052;283600;<1H OCEAN
13037;-118.19;33.89;38;4018;986;3702;927;2.9293;113600;<1H OCEAN
13038;-117.33;34.08;35;2240;423;1394;396;3.1799;86700;INLAND
13039;-121.98;38.32;45;19;5;7460;6;10.2264;137500;INLAND
13040;-120.59;38.53;15;432;87;208;73;3.6125;100000;INLAND
13041;-118.21;33.96;38;2090;519;1871;504;2.4688;169000;<1H OCEAN
13042;-117.71;34.08;26;2744;494;1411;465;4.2639;154200;INLAND
13043;-121.41;38.59;18;5527;1446;2883;1305;2.6485;114500;INLAND
13044;-122.7;38.33;16;1244;242;696;236;3.6369;158700;<1H OCEAN
13045;-116.08;33.86;16;381;89;182;75;2.425;76100;INLAND
13046;-118.13;34.19;48;2539;425;930;364;4.7269;303900;INLAND
13047;-117.08;32.72;32;2286;468;1741;467;3.0446;101900;NEAR OCEAN
13048;-117.2;33.72;16;5373;1079;1573;933;1.9912;98600;<1H OCEAN
13049;-120.5;37.34;16;1245;231;956;219;3.4559;108000;INLAND
13050;-118.26;33.88;39;1756;320;1055;322;3.2375;105200;<1H OCEAN
13051;-119.63;36.18;23;207;45;171;50;2.4286;100000;INLAND
13052;-121.4;38.59;18;2614;624;1181;616;2.0432;156800;INLAND
13053;-120.6;37.35;34;1722;316;904;315;2.4653;66100;INLAND
13054;-121.88;37.24;24;4420;996;2981;975;3.506;226400;<1H OCEAN
13055;-118.24;34.02;48;542;150;571;114;1.8485;90600;<1H OCEAN
13056;-118.37;33.99;36;3228;543;1305;520;5.1695;397000;<1H OCEAN
13057;-119.71;34.42;23;2068;658;1898;570;2.5506;230800;<1H OCEAN
13058;-122.31;37.58;44;1990;442;1141;424;3.9696;258300;NEAR BAY
13059;-117.2;32.76;40;581;157;298;156;2.4;255000;NEAR OCEAN
13060;-116.92;32.86;11;2204;518;1472;497;2.3693;127000;<1H OCEAN
13061;-119.01;35.44;20;3458;651;1465;621;2.5806;82500;INLAND
13062;-118.71;34.29;24;2983;406;1203;381;6.3236;302000;<1H OCEAN
13063;-118.28;33.79;28;1895;420;1422;389;4.3816;191300;<1H OCEAN
13064;-118.26;34.16;20;3407;885;1883;870;3.7321;351100;<1H OCEAN
13065;-117.77;34.11;28;1998;414;1124;389;3.75;180900;INLAND
13066;-122.04;36.98;33;797;125;385;133;6.7974;367600;NEAR OCEAN
13067;-120.64;40.41;50;1741;424;987;383;1.5066;59300;INLAND
13068;-122.25;37.83;35;1613;428;675;422;3.4722;243100;NEAR BAY
13069;-122.65;38.96;27;2143;580;898;367;1.6769;63200;INLAND
13070;-119.55;36.37;26;1912;339;1002;311;3.0375;126300;INLAND
13071;-121.82;36.86;17;1573;272;142;55;2.1719;420000;NEAR OCEAN
13072;-121.87;38.02;52;2264;439;1403;476;2.7083;99400;INLAND
13073;-122.19;39.92;20;2563;658;1363;611;1.023;54200;INLAND
13074;-118.36;33.82;26;5166;1313;2738;1239;3.3565;360800;<1H OCEAN
13075;-119.8;34.44;27;2674;419;1176;416;5.0294;280200;NEAR OCEAN
13076;-121.91;37.33;52;2212;563;1195;532;2.894;209500;<1H OCEAN
13077;-119.75;36.75;49;2331;460;1290;477;2.5111;55400;INLAND
13078;-121.54;39.08;26;2276;460;1455;474;2.4695;58000;INLAND
13079;-118.29;33.89;32;2355;583;1605;571;4.2171;218200;<1H OCEAN
13080;-122.01;37.93;25;2652;335;1062;334;7.5898;330200;NEAR BAY
13081;-118.04;33.81;22;4057;624;2204;643;5.8527;241000;<1H OCEAN
13082;-118.24;34.13;37;1644;395;959;383;3.3636;257700;<1H OCEAN
13083;-122.45;37.71;50;1441;283;1159;286;4.5417;233700;NEAR OCEAN
13084;-119.61;36.59;10;2842;620;1443;576;2.2727;92700;INLAND
13085;-119.28;35.99;20;2911;597;1746;588;1.7372;51000;INLAND
13086;-122.38;37.18;52;1746;315;941;220;3.3047;286100;NEAR OCEAN
13087;-118.39;33.89;30;2532;464;1056;419;6.3434;460400;<1H OCEAN
13088;-117.14;34.06;15;3057;510;1154;460;3.9741;141100;INLAND
13089;-118.04;34.12;30;2170;318;984;309;5.6916;500001;INLAND
13090;-116.77;32.82;16;3688;817;1969;767;2.875;222900;<1H OCEAN
13091;-122.71;38.5;15;5645;830;2324;769;6.6104;330900;<1H OCEAN
13092;-120.79;38.24;19;1003;235;538;190;2.9821;90400;INLAND
13093;-121.56;39.16;35;2157;441;1009;409;1.5827;63000;INLAND
13094;-120.41;37.88;16;744;141;311;122;4.4231;87500;INLAND
13095;-117.99;33.86;20;2303;612;1607;564;2.9;176100;<1H OCEAN
13096;-118.29;33.72;25;2469;584;1253;535;3.1932;257500;NEAR OCEAN
13097;-118.17;34.1;48;2514;595;2484;601;3.1146;142500;<1H OCEAN
13098;-117.87;33.61;25;2267;359;866;348;7.79;500001;<1H OCEAN
13099;-117.6;33.45;4;2369;566;996;435;5.4031;243800;NEAR OCEAN
13100;-119.06;34.22;13;4175;1321;2257;1271;3.1446;177100;<1H OCEAN
13101;-118.1;34.13;44;1745;237;693;248;9.7912;500001;<1H OCEAN
13102;-118.34;33.99;47;1107;199;437;178;3.7344;179400;<1H OCEAN
13103;-118.47;34.04;32;2909;748;1310;706;4.516;350000;<1H OCEAN
13104;-119.31;36.32;23;2945;592;1419;532;2.5733;88800;INLAND
13105;-118.31;34.09;42;1951;846;2500;813;1.5195;218200;<1H OCEAN
13106;-121.86;37.38;15;2052;405;1380;409;5.8686;181100;<1H OCEAN
13107;-122.33;37.95;46;1543;339;777;322;4.0927;142600;NEAR BAY
13108;-121.76;38.66;17;5320;984;2866;928;4.1997;133400;INLAND
13109;-118.34;34.01;38;2318;735;1407;702;1.6187;266700;<1H OCEAN
13110;-119.3;34.39;35;3079;579;1807;589;4.69;199300;NEAR OCEAN
13111;-119.18;34.16;27;1832;415;1480;414;3.9643;186000;NEAR OCEAN
13112;-121.87;37.27;18;3561;560;1753;553;5.0292;269400;<1H OCEAN
13113;-120.37;36.13;10;2522;533;1335;493;3.2639;86400;INLAND
13114;-118.15;33.77;36;4366;1211;1912;1172;3.5292;361800;NEAR OCEAN
13115;-118.33;34.05;44;1574;390;1323;404;2.5284;226300;<1H OCEAN
13116;-122.12;37.42;36;2607;551;1165;523;5.1524;373100;NEAR BAY
13117;-120.51;37.29;20;4927;1042;4205;1009;1.7679;79800;INLAND
13118;-117.99;33.9;30;1677;372;1021;332;3.5859;199700;<1H OCEAN
13119;-119.32;36.21;29;1220;232;619;246;3.3125;78300;INLAND
13120;-121.82;38.01;50;1120;281;625;239;1.5988;96400;INLAND
13121;-122.29;37.89;52;1571;349;693;326;3.1375;229100;NEAR BAY
13122;-118.03;34.06;31;1513;389;1396;364;2.4706;170600;<1H OCEAN
13123;-118.41;33.88;34;540;107;213;104;6.3403;500001;<1H OCEAN
13124;-117.97;34.04;28;1686;417;1355;388;2.5192;157300;<1H OCEAN
13125;-118.3;34.02;27;2190;626;1768;528;1.2446;103800;<1H OCEAN
13126;-118.1;34.13;44;1917;265;754;257;12.4237;500001;<1H OCEAN
13127;-117.2;32.85;26;2298;549;980;555;2.4207;213500;NEAR OCEAN
13128;-121.4;38.63;30;3626;834;1577;806;2.517;130400;INLAND
13129;-121.41;38.62;21;3260;763;1735;736;2.5162;97500;INLAND
13130;-119.57;36.7;7;1761;309;974;308;3.7261;83900;INLAND
13131;-122.41;37.79;52;5783;2747;4518;2538;1.724;225000;NEAR BAY
13132;-122.54;37.76;45;1592;325;920;322;3.96;272200;NEAR OCEAN
13133;-122.2;37.89;37;3881;560;1315;517;7.3195;367500;NEAR BAY
13134;-122.46;37.71;39;2076;482;1738;445;3.1958;232100;NEAR OCEAN
13135;-120.15;39.15;25;1669;348;163;78;5.75;176600;INLAND
13136;-117.19;32.77;14;3575;992;1645;839;2.4397;140600;NEAR OCEAN
13137;-116.91;32.85;21;4152;703;2255;697;4.5096;159500;<1H OCEAN
13138;-117.01;32.78;20;2616;597;1532;579;2.9896;235600;<1H OCEAN
13139;-118.2;33.81;45;944;178;533;193;3.4808;206900;NEAR OCEAN
13140;-117.25;33.93;8;10110;1761;5804;1703;4.2654;137600;INLAND
13141;-117.1;32.75;16;2426;799;1505;754;1.6444;103400;NEAR OCEAN
13142;-117.98;34.01;27;2643;418;1344;381;5.7057;262100;<1H OCEAN
13143;-121.93;36.63;41;1049;198;428;183;4.3571;287500;NEAR OCEAN
13144;-118.73;36.01;14;3263;651;1910;594;2.8603;128900;INLAND
13145;-121.46;38.7;32;965;183;568;188;3.8611;93900;INLAND
13146;-122.09;37.71;31;1843;282;749;269;5.2855;253500;NEAR BAY
13147;-121.3;38.66;32;2915;492;1292;454;3.3188;117100;INLAND
13148;-119.82;36.77;41;1441;274;646;296;3.0568;71300;INLAND
13149;-118.41;33.94;45;2038;394;1086;387;4.7375;289600;<1H OCEAN
13150;-117.9;33.88;28;2696;346;947;356;9.0055;375400;<1H OCEAN
13151;-118.43;34.16;34;2622;467;1233;476;4.0474;379700;<1H OCEAN
13152;-118.91;34.28;6;6106;1134;3246;1062;5.2206;280200;<1H OCEAN
13153;-122.24;37.47;40;1504;270;689;287;6.1244;308800;NEAR OCEAN
13154;-119.66;34.43;27;5509;1059;2591;979;3.8456;500001;<1H OCEAN
13155;-118.15;33.93;30;3096;628;1676;587;4.6583;207300;<1H OCEAN
13156;-121.43;38.62;36;1765;438;1008;382;2.0639;73000;INLAND
13157;-120.42;34.96;19;2298;511;1246;513;2.212;132000;<1H OCEAN
13158;-121.33;38.65;23;2446;523;1132;513;2.6266;198500;INLAND
13159;-118.17;34.06;43;464;536.9621513;416;120;2.475;142600;<1H OCEAN
13160;-118.31;34.07;28;2362;949;2759;894;2.2364;305600;<1H OCEAN
13161;-122.12;37.75;33;1809;261;808;219;6.86;250000;NEAR BAY
13162;-122.07;37.34;30;1851;238;631;236;10.1007;500001;<1H OCEAN
13163;-121.87;39.75;22;1707;296;822;297;3.6625;126600;INLAND
13164;-122.09;41.32;52;4019;824;1728;706;2.2462;62900;INLAND
13165;-122.26;37.51;46;672;149;351;136;5.3264;258100;NEAR OCEAN
13166;-121.53;38.57;34;3395;592;1518;627;4.0833;118500;INLAND
13167;-115.55;32.8;23;666;142;580;160;2.1136;61000;INLAND
13168;-117.05;33.01;19;3558;588;1439;578;4.625;211100;<1H OCEAN
13169;-122.49;37.98;34;1256;178;460;174;6.4271;451700;NEAR BAY
13170;-118.26;33.94;45;1080;218;850;237;2.25;93400;<1H OCEAN
13171;-118.33;33.86;38;914;176;519;174;6.0335;255400;<1H OCEAN
13172;-118.16;34.02;42;814;216;773;208;2.5313;156900;<1H OCEAN
13173;-122.45;37.74;46;6429;1093;2535;1109;5.0887;335100;NEAR BAY
13174;-118.2;34.14;52;3800;646;1842;620;5.5524;293900;<1H OCEAN
13175;-117.98;34.05;33;1560;315;1467;313;4.1429;159800;<1H OCEAN
13176;-118.29;33.96;36;1717;417;902;368;1.4868;113200;<1H OCEAN
13177;-122.69;38.35;16;1689;254;921;270;4.4444;191800;<1H OCEAN
13178;-118.31;33.73;36;1725;295;799;306;5.0874;368500;NEAR OCEAN
13179;-121.28;38.9;31;1297;259;765;240;2.7656;93600;INLAND
13180;-117.01;32.79;33;4015;663;1864;664;4.3152;159300;<1H OCEAN
13181;-119.03;35.35;34;1441;294;695;275;2.6875;73700;INLAND
13182;-122.59;38.58;18;3753;752;1454;668;3.7585;185700;<1H OCEAN
13183;-117.06;33.01;24;2618;485;726;443;3.5192;159100;<1H OCEAN
13184;-118.99;35.35;32;1293;317;1109;286;1.1786;45600;INLAND
13185;-117.32;34.54;9;5904;1165;3489;1063;3.125;92800;INLAND
13186;-119.23;34.44;34;3193;664;1434;627;2.4777;260300;<1H OCEAN
13187;-118.1;34.06;31;2852;740;3100;725;2.9524;178800;<1H OCEAN
13188;-121.3;37.97;52;2259;417;766;385;2.2981;105400;INLAND
13189;-122.48;37.7;33;4167;1398;2923;1314;3.049;307000;NEAR OCEAN
13190;-122.25;38.11;49;2365;504;1131;458;2.6133;103100;NEAR BAY
13191;-118.21;34.13;52;2465;611;1433;570;3.25;214200;<1H OCEAN
13192;-117.98;34.09;31;3073;617;2640;594;3.5;161300;INLAND
13193;-118.62;34.15;26;5661;791;2493;780;7.9814;409900;<1H OCEAN
13194;-115.6;32.87;3;1629;317;1005;312;4.1293;83200;INLAND
13195;-118.21;33.8;41;1251;279;1053;278;3.2778;150800;NEAR OCEAN
13196;-117.94;34.06;34;1921;422;1230;447;3.6648;193900;<1H OCEAN
13197;-120.06;36.96;44;1288;295;723;287;1.6534;61400;INLAND
13198;-122.04;37.26;24;4973;709;1692;696;7.8627;500001;<1H OCEAN
13199;-121.51;38.49;21;4426;790;1856;761;4.1;158300;INLAND
13200;-118.28;33.94;44;1631;338;1197;355;3.0788;100000;<1H OCEAN
13201;-122.09;37.63;34;1457;242;735;249;3.9167;189500;NEAR BAY
13202;-115.55;32.98;24;2565;530;1447;473;3.2593;80800;INLAND
13203;-122.16;37.72;38;1007;245;618;239;2.875;144800;NEAR BAY
13204;-118.36;33.85;36;1390;230;683;219;4.8906;334400;<1H OCEAN
13205;-118.34;33.91;12;9975;3638;7429;3405;2.6689;192300;<1H OCEAN
13206;-119.93;38.72;15;2061;465;573;196;2.2417;97900;INLAND
13207;-117.09;32.76;31;2567;624;1255;582;2.5909;159100;NEAR OCEAN
13208;-118.61;34.17;19;5944;1345;2372;1250;3.8819;328900;<1H OCEAN
13209;-122.2;40.26;15;2102;358;957;371;3.1908;137900;INLAND
13210;-117.8;33.92;16;5819;986;2306;914;4.6315;277500;<1H OCEAN
13211;-119.03;35.4;35;2608;620;1566;583;2.1818;63500;INLAND
13212;-122.06;37.6;22;3009;497;1640;514;4.625;235300;NEAR BAY
13213;-118.39;33.92;41;80;20;61;23;5.25;247200;<1H OCEAN
13214;-117.96;34.02;33;349;124;460;83;2.375;133300;<1H OCEAN
13215;-121.28;37.93;23;1491;346;1223;343;2.1591;67800;INLAND
13216;-118.31;33.8;30;3096;757;2048;704;3.125;233300;<1H OCEAN
13217;-118.17;34.02;33;346;103;488;107;1.8681;112500;<1H OCEAN
13218;-117.77;33.54;28;3404;497;1134;466;7.2217;500001;<1H OCEAN
13219;-122.31;40.89;18;754;161;247;107;2.2583;78800;INLAND
13220;-120.98;37.6;36;1437;536.9621513;1073;320;2.1779;58400;INLAND
13221;-117.04;33.03;16;2852;435;1083;448;6.3761;296200;<1H OCEAN
13222;-121.64;37.14;14;5487;1024;2823;979;4.175;229800;<1H OCEAN
13223;-120.99;37.63;21;319;120;276;85;2.4792;60000;INLAND
13224;-118.17;33.78;23;3768;1261;3940;1098;1.9647;186200;NEAR OCEAN
13225;-124.1;41.04;26;1633;380;890;370;1.9741;97900;NEAR OCEAN
13226;-118.12;34.06;17;5137;1614;4945;1535;2.4599;181600;<1H OCEAN
13227;-118.12;33.89;29;2666;848;2030;781;2.5432;180900;<1H OCEAN
13228;-118.4;34.28;16;6573;1480;6161;1473;3.3304;154900;<1H OCEAN
13229;-118.72;34.28;17;3051;536.9621513;1705;495;5.7376;218600;<1H OCEAN
13230;-117.87;33.7;21;3648;654;2266;628;5.0956;246000;<1H OCEAN
13231;-117.9;33.8;22;2964;829;2639;771;2.4833;157500;<1H OCEAN
13232;-120.66;35.29;23;1932;487;1380;472;1.9647;253600;NEAR OCEAN
13233;-121.48;39.05;40;198;41;151;48;4.5625;100000;INLAND
13234;-117.89;33.84;35;3315;744;2425;687;3.5521;182800;<1H OCEAN
13235;-121;37.25;31;1923;341;806;349;3.1738;97600;INLAND
13236;-119.81;34.46;22;3488;452;1479;458;7.1687;384400;NEAR OCEAN
13237;-118.18;33.82;43;2210;469;1042;418;3.5;216700;NEAR OCEAN
13238;-118.27;34.05;37;350;245;1122;248;2.7634;137500;<1H OCEAN
13239;-118.16;33.98;33;1196;313;1448;320;2.9375;162500;<1H OCEAN
13240;-117.9;33.83;33;3065;611;2204;606;3.8456;211800;<1H OCEAN
13241;-119.32;36.21;25;2360;460;1424;436;2.3152;63100;INLAND
13242;-118.16;35.05;44;1297;307;776;278;2.5875;68900;INLAND
13243;-121.55;39.1;27;1783;441;1163;409;1.2857;47000;INLAND
13244;-121.75;36.92;46;1362;321;1068;305;2.4615;177800;<1H OCEAN
13245;-122.18;38.49;15;1743;366;655;264;3.3393;146900;INLAND
13246;-121.94;37.33;37;818;269;576;261;2.1902;250000;<1H OCEAN
13247;-121.97;37.28;25;4707;695;1995;642;6.6437;296100;<1H OCEAN
13248;-122;38.03;4;2341;408;1235;431;6.0424;165900;INLAND
13249;-122.44;37.77;52;3225;667;1494;619;4.4875;500001;NEAR BAY
13250;-117.2;34.26;17;9419;1455;1382;459;6.2233;230900;INLAND
13251;-117.97;34.01;33;3530;700;2959;679;3.7459;152900;<1H OCEAN
13252;-118.43;35.12;8;1968;376;930;360;3.2632;99800;INLAND
13253;-117.1;34.57;6;5110;1044;1938;724;3.1917;112800;INLAND
